age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,Customer_ID,Transaction_Date,Transaction_Amount,Subscription_Status
37,services,married,secondary,no,741,yes,no,unknown,2,jun,88,2,-1,0,unknown,no,8049,2024-08-30,94.11,no
31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no,8050,2023-08-13,1.03,no
31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no,8050,2024-04-12,0.97,no
31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no,8050,2023-07-18,1.03,no
31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no,8050,2023-05-21,0.58,no
31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no,8050,2023-03-18,0.66,no
55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no,8051,2024-03-05,414.6,no
55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no,8051,2023-11-25,417.01,no
55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no,8051,2023-07-20,521.03,no
55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no,8051,2023-04-29,468.77,no
33,blue-collar,single,secondary,no,231,yes,no,unknown,2,jun,466,1,-1,0,unknown,no,8052,2023-12-12,31.6,no
33,blue-collar,single,secondary,no,231,yes,no,unknown,2,jun,466,1,-1,0,unknown,no,8052,2024-04-24,20.58,no
33,blue-collar,single,secondary,no,231,yes,no,unknown,2,jun,466,1,-1,0,unknown,no,8052,2024-08-01,29.36,no
31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no,8053,2024-03-06,55.23,no
31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no,8053,2023-04-03,48.53,no
39,blue-collar,married,primary,no,1802,yes,no,unknown,2,jun,490,1,-1,0,unknown,no,8054,2024-09-08,111.81,no
39,blue-collar,married,primary,no,1802,yes,no,unknown,2,jun,490,1,-1,0,unknown,no,8054,2023-04-24,179.38,no
31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,232,1,-1,0,unknown,no,8055,2023-05-20,25.46,no
31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,232,1,-1,0,unknown,no,8055,2024-11-26,44.42,no
31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,232,1,-1,0,unknown,no,8055,2024-09-09,35.16,no
31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,232,1,-1,0,unknown,no,8055,2024-06-24,16.95,no
31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,232,1,-1,0,unknown,no,8055,2024-07-19,23.58,no
42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,no,8056,2024-02-17,375.9,no
42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,no,8056,2024-01-24,305.6,no
42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,no,8056,2023-08-17,298.58,no
42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,no,8056,2023-09-11,239.52,no
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no,8057,2024-07-30,109.35,no
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no,8057,2024-11-23,75.76,no
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no,8057,2023-09-29,141.96,no
28,admin.,single,secondary,no,1076,yes,no,unknown,2,jun,537,5,-1,0,unknown,no,8057,2023-05-11,111.03,no
30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,-1,0,unknown,no,8058,2023-02-22,107.01,no
30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,-1,0,unknown,no,8058,2024-04-09,108.93,no
30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,-1,0,unknown,no,8058,2024-06-26,74.74,no
30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,-1,0,unknown,no,8058,2024-03-10,43.08,no
30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,-1,0,unknown,no,8058,2024-11-22,75.94,no
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no,8059,2023-04-03,118.14,no
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no,8059,2024-10-31,132.9,no
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no,8059,2023-01-04,227.98,no
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no,8059,2024-03-05,270.97,no
50,blue-collar,married,secondary,no,1985,yes,no,unknown,2,jun,464,2,-1,0,unknown,no,8060,2023-02-27,173.77,no
50,blue-collar,married,secondary,no,1985,yes,no,unknown,2,jun,464,2,-1,0,unknown,no,8060,2024-06-21,207.83,no
50,blue-collar,married,secondary,no,1985,yes,no,unknown,2,jun,464,2,-1,0,unknown,no,8060,2024-09-22,107.0,no
50,blue-collar,married,secondary,no,1985,yes,no,unknown,2,jun,464,2,-1,0,unknown,no,8060,2024-03-07,151.31,no
36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,no,8061,2023-11-01,266.34,no
36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,no,8061,2023-07-20,247.92,no
36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,no,8061,2024-03-11,96.53,no
36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,no,8061,2024-02-02,201.45,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no,8062,2023-02-15,360.06,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no,8062,2023-12-10,342.69,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no,8062,2023-02-08,279.31,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no,8062,2023-03-07,258.02,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no,8062,2023-09-04,288.29,no
36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no,8063,2024-10-18,83.54,no
36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no,8063,2024-09-05,112.33,no
36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no,8063,2024-02-20,169.28,no
36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no,8063,2024-07-28,203.82,no
36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no,8063,2024-05-21,197.07,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8064,2023-07-21,135.24,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8064,2024-07-11,105.76,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8064,2024-06-04,131.99,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8064,2023-11-27,117.37,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8064,2024-12-18,98.14,no
33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no,8065,2024-03-20,118.78,no
33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no,8065,2024-09-07,63.87,no
33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no,8065,2023-04-30,57.13,no
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066,2023-01-24,193.1,no
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066,2024-11-05,92.55,no
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066,2023-03-22,239.43,no
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066,2024-12-16,225.27,no
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066,2023-07-05,112.3,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,no,8067,2024-01-27,46.64,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,no,8067,2023-11-30,56.1,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,no,8067,2023-09-08,27.79,no
29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,no,8067,2024-03-12,61.8,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no,8068,2023-09-15,5.63,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no,8068,2024-03-05,4.82,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no,8068,2024-03-21,5.81,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no,8068,2024-12-14,9.25,no
35,blue-collar,married,secondary,no,80,yes,yes,unknown,2,jun,579,2,-1,0,unknown,no,8068,2023-06-30,6.17,no
27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no,8069,2024-06-12,131.12,no
27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no,8069,2024-12-04,120.42,no
27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no,8069,2023-04-21,100.89,no
27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no,8069,2024-12-25,103.09,no
27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no,8069,2024-06-09,88.19,no
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no,8070,2023-01-10,360.79,no
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no,8070,2023-02-15,320.05,no
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no,8070,2023-06-06,358.02,no
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no,8070,2024-09-03,505.34,no
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,no,8070,2023-02-08,279.76,no
32,management,single,tertiary,no,1834,yes,no,unknown,2,jun,159,1,-1,0,unknown,no,8071,2024-05-22,130.7,no
32,management,single,tertiary,no,1834,yes,no,unknown,2,jun,159,1,-1,0,unknown,no,8071,2023-09-16,215.55,no
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,8072,2023-11-18,110.43,no
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,8072,2023-09-17,70.99,no
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,8072,2023-12-02,142.86,no
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,8072,2024-12-24,130.25,no
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,8072,2023-01-13,77.27,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,239,1,-1,0,unknown,no,8073,2024-07-14,43.56,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,239,1,-1,0,unknown,no,8073,2024-01-27,27.97,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,239,1,-1,0,unknown,no,8073,2023-02-08,37.85,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,239,1,-1,0,unknown,no,8073,2024-02-27,22.57,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,239,1,-1,0,unknown,no,8073,2024-10-14,36.35,no
35,technician,single,tertiary,no,1104,yes,yes,unknown,2,jun,95,1,-1,0,unknown,no,8074,2023-09-09,75.59,no
35,technician,single,tertiary,no,1104,yes,yes,unknown,2,jun,95,1,-1,0,unknown,no,8074,2023-01-22,71.87,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8075,2024-06-18,57.1,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8075,2023-12-05,76.62,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8075,2024-08-19,61.49,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8075,2023-05-11,50.89,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,8076,2024-07-08,467.06,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,8076,2024-10-20,577.43,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,8076,2024-04-05,406.96,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,8076,2024-10-31,802.05,no
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,8076,2023-01-21,1010.93,no
37,unemployed,single,secondary,no,756,yes,no,unknown,2,jun,74,1,-1,0,unknown,no,8077,2024-02-13,100.77,no
37,unemployed,single,secondary,no,756,yes,no,unknown,2,jun,74,1,-1,0,unknown,no,8077,2023-07-05,49.29,no
37,unemployed,single,secondary,no,756,yes,no,unknown,2,jun,74,1,-1,0,unknown,no,8077,2023-08-21,40.8,no
37,unemployed,single,secondary,no,756,yes,no,unknown,2,jun,74,1,-1,0,unknown,no,8077,2024-02-23,74.79,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no,8078,2023-01-22,167.26,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no,8078,2023-09-05,116.85,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no,8078,2023-10-21,181.31,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no,8078,2023-03-29,194.2,no
39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no,8078,2024-10-18,173.49,no
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8079,2023-10-19,100.2,no
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8079,2023-07-30,67.23,no
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8079,2023-05-20,85.89,no
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,8079,2023-01-21,126.12,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no,8080,2024-05-11,31.07,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no,8080,2023-08-22,25.71,no
51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no,8081,2023-01-30,0.39,no
51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no,8081,2024-05-29,0.4,no
51,management,divorced,tertiary,no,6,no,no,unknown,2,jun,193,4,-1,0,unknown,no,8081,2023-03-28,0.8,no
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes,8082,2024-04-25,60.44,yes
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes,8082,2023-10-12,83.24,yes
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes,8082,2024-12-02,39.53,yes
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes,8082,2024-12-12,53.05,yes
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes,8082,2024-01-18,57.17,yes
32,blue-collar,single,primary,no,2507,yes,no,unknown,2,jun,215,1,-1,0,unknown,no,8083,2023-03-29,149.01,no
32,blue-collar,single,primary,no,2507,yes,no,unknown,2,jun,215,1,-1,0,unknown,no,8083,2023-09-29,373.37,no
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,8084,2023-10-07,12.89,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,8084,2023-12-25,20.83,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,8084,2023-06-01,16.6,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,8084,2024-09-21,10.78,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,8084,2024-12-25,15.85,yes
31,entrepreneur,single,tertiary,no,247,yes,yes,unknown,2,jun,273,1,-1,0,unknown,no,8085,2023-04-29,16.07,no
31,entrepreneur,single,tertiary,no,247,yes,yes,unknown,2,jun,273,1,-1,0,unknown,no,8085,2024-06-09,31.29,no
31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no,8086,2024-11-11,652.31,no
31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,258,1,-1,0,unknown,no,8086,2024-02-12,853.85,no
31,blue-collar,single,secondary,no,4415,yes,no,unknown,2,jun,329,1,-1,0,unknown,no,8087,2024-02-28,356.38,no
31,blue-collar,single,secondary,no,4415,yes,no,unknown,2,jun,329,1,-1,0,unknown,no,8087,2024-02-24,524.18,no
30,blue-collar,married,primary,no,4,yes,no,unknown,2,jun,34,1,-1,0,unknown,no,8088,2024-10-19,0.21,no
30,blue-collar,married,primary,no,4,yes,no,unknown,2,jun,34,1,-1,0,unknown,no,8088,2024-01-09,0.35,no
30,blue-collar,married,primary,no,4,yes,no,unknown,2,jun,34,1,-1,0,unknown,no,8088,2023-05-30,0.46,no
30,blue-collar,married,primary,no,4,yes,no,unknown,2,jun,34,1,-1,0,unknown,no,8088,2023-06-26,0.28,no
33,management,married,tertiary,no,0,yes,no,unknown,2,jun,223,1,-1,0,unknown,no,8089,2024-01-13,91.24,no
33,management,married,tertiary,no,0,yes,no,unknown,2,jun,223,1,-1,0,unknown,no,8089,2024-04-22,73.98,no
33,management,married,tertiary,no,0,yes,no,unknown,2,jun,223,1,-1,0,unknown,no,8089,2024-12-15,71.95,no
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no,8090,2023-04-09,108.52,no
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no,8090,2024-09-29,108.88,no
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no,8090,2023-04-19,141.0,no
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown,no,8090,2024-09-15,108.42,no
34,blue-collar,married,primary,no,-20,yes,no,unknown,2,jun,920,2,-1,0,unknown,no,8091,2024-01-25,69.94,no
34,blue-collar,married,primary,no,-20,yes,no,unknown,2,jun,920,2,-1,0,unknown,no,8091,2023-11-07,140.4,no
34,blue-collar,married,primary,no,-20,yes,no,unknown,2,jun,920,2,-1,0,unknown,no,8091,2023-02-11,126.61,no
37,blue-collar,married,primary,no,3574,yes,no,unknown,2,jun,152,2,-1,0,unknown,no,8092,2024-04-18,534.49,no
37,blue-collar,married,primary,no,3574,yes,no,unknown,2,jun,152,2,-1,0,unknown,no,8092,2023-03-10,342.74,no
37,blue-collar,married,primary,no,3574,yes,no,unknown,2,jun,152,2,-1,0,unknown,no,8092,2023-01-26,203.12,no
31,admin.,married,secondary,no,717,yes,no,unknown,2,jun,130,1,-1,0,unknown,no,8093,2024-04-01,49.54,no
31,admin.,married,secondary,no,717,yes,no,unknown,2,jun,130,1,-1,0,unknown,no,8093,2023-10-06,96.74,no
31,admin.,married,secondary,no,717,yes,no,unknown,2,jun,130,1,-1,0,unknown,no,8093,2024-01-19,77.56,no
31,admin.,married,secondary,no,717,yes,no,unknown,2,jun,130,1,-1,0,unknown,no,8093,2023-10-23,85.47,no
31,admin.,married,secondary,no,717,yes,no,unknown,2,jun,130,1,-1,0,unknown,no,8093,2024-08-25,103.52,no
30,technician,single,secondary,no,518,yes,no,unknown,2,jun,21,1,-1,0,unknown,no,8094,2024-03-23,73.75,no
30,technician,single,secondary,no,518,yes,no,unknown,2,jun,21,1,-1,0,unknown,no,8094,2024-09-24,60.12,no
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,8095,2023-06-15,239.6,no
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,8095,2024-09-26,215.32,no
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,8095,2023-03-20,228.92,no
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,8095,2024-05-16,177.44,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no,8096,2023-05-29,741.83,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no,8096,2023-11-07,277.76,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no,8096,2023-12-03,670.78,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,jun,369,2,-1,0,unknown,no,8096,2024-01-23,665.15,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,122,1,-1,0,unknown,no,8097,2024-09-12,28.76,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,122,1,-1,0,unknown,no,8097,2023-02-21,49.55,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,122,1,-1,0,unknown,no,8097,2024-07-05,38.97,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,122,1,-1,0,unknown,no,8097,2024-02-27,38.83,no
33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no,8098,2023-05-20,508.05,no
33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no,8098,2024-06-05,341.53,no
33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no,8098,2024-05-18,283.73,no
33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no,8098,2024-06-27,317.48,no
33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no,8098,2024-06-02,305.51,no
31,blue-collar,single,secondary,no,334,yes,yes,unknown,2,jun,425,2,-1,0,unknown,no,8099,2024-09-10,22.04,no
31,blue-collar,single,secondary,no,334,yes,yes,unknown,2,jun,425,2,-1,0,unknown,no,8099,2023-04-29,28.34,no
31,blue-collar,single,secondary,no,334,yes,yes,unknown,2,jun,425,2,-1,0,unknown,no,8099,2023-07-23,24.8,no
31,blue-collar,single,secondary,no,334,yes,yes,unknown,2,jun,425,2,-1,0,unknown,no,8099,2023-01-08,35.62,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no,8100,2024-12-26,80.51,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no,8100,2023-06-26,77.11,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no,8100,2024-11-17,67.63,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no,8100,2024-12-10,51.88,no
37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,317,6,-1,0,unknown,no,8101,2024-04-11,44.14,no
37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,317,6,-1,0,unknown,no,8101,2024-02-13,43.71,no
35,management,single,tertiary,no,0,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8102,2023-04-10,59.26,no
35,management,single,tertiary,no,0,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8102,2024-02-27,88.25,no
35,management,single,tertiary,no,0,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8102,2024-02-03,93.76,no
35,management,single,tertiary,no,0,yes,no,unknown,2,jun,184,1,-1,0,unknown,no,8102,2023-07-19,147.42,no
33,technician,single,secondary,no,77,yes,yes,unknown,2,jun,354,1,-1,0,unknown,no,8103,2024-04-01,8.95,no
33,technician,single,secondary,no,77,yes,yes,unknown,2,jun,354,1,-1,0,unknown,no,8103,2023-02-25,5.21,no
33,technician,single,secondary,no,77,yes,yes,unknown,2,jun,354,1,-1,0,unknown,no,8103,2024-11-30,5.39,no
41,blue-collar,married,secondary,no,114,yes,no,unknown,2,jun,82,3,-1,0,unknown,no,8104,2024-11-17,8.99,no
41,blue-collar,married,secondary,no,114,yes,no,unknown,2,jun,82,3,-1,0,unknown,no,8104,2023-01-07,13.94,no
41,blue-collar,married,secondary,no,114,yes,no,unknown,2,jun,82,3,-1,0,unknown,no,8104,2024-02-08,14.4,no
41,blue-collar,married,secondary,no,114,yes,no,unknown,2,jun,82,3,-1,0,unknown,no,8104,2023-11-24,12.55,no
41,blue-collar,married,secondary,no,114,yes,no,unknown,2,jun,82,3,-1,0,unknown,no,8104,2024-03-21,13.6,no
46,services,married,secondary,no,4780,yes,no,unknown,2,jun,105,3,-1,0,unknown,no,8105,2024-06-22,342.56,no
46,services,married,secondary,no,4780,yes,no,unknown,2,jun,105,3,-1,0,unknown,no,8105,2023-10-24,510.52,no
46,services,married,secondary,no,4780,yes,no,unknown,2,jun,105,3,-1,0,unknown,no,8105,2024-01-11,560.78,no
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no,8106,2024-08-17,67.38,no
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no,8106,2023-05-03,109.79,no
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no,8106,2023-05-06,120.38,no
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no,8106,2024-02-25,54.52,no
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no,8106,2024-03-10,89.63,no
38,blue-collar,married,secondary,no,502,yes,no,unknown,2,jun,209,2,-1,0,unknown,no,8107,2024-05-12,65.72,no
38,blue-collar,married,secondary,no,502,yes,no,unknown,2,jun,209,2,-1,0,unknown,no,8107,2024-06-06,61.2,no
41,services,married,secondary,no,1027,yes,no,unknown,2,jun,53,2,-1,0,unknown,no,8108,2024-03-16,136.6,no
41,services,married,secondary,no,1027,yes,no,unknown,2,jun,53,2,-1,0,unknown,no,8108,2024-01-05,124.04,no
41,services,married,secondary,no,1027,yes,no,unknown,2,jun,53,2,-1,0,unknown,no,8108,2023-08-20,111.32,no
