Customer_ID,Transaction_Date,Transaction_Amount,Subscription_Status
10242,2023-08-04,26.05,no
10242,2024-07-14,26.38,no
10242,2024-12-23,25.07,no
10243,2023-11-03,158.87,no
10243,2023-06-13,67.04,no
10244,2024-07-26,244.82,no
10244,2023-04-05,332.95,no
10244,2024-04-17,257.28,no
10244,2024-03-31,592.45,no
10245,2024-03-18,191.51,no
10245,2023-03-20,156.85,no
10245,2023-10-01,248.31,no
10245,2024-11-08,203.68,no
10245,2023-07-02,238.87,no
10246,2023-11-02,11.72,no
10246,2024-04-03,11.82,no
10246,2024-04-11,10.99,no
10246,2023-06-25,8.49,no
10246,2024-01-28,4.29,no
10247,2023-11-30,121.1,no
10247,2023-04-25,88.64,no
10248,2023-11-01,36.49,no
10248,2024-11-14,38.5,no
10249,2024-06-01,6.34,no
10249,2024-12-30,5.59,no
10249,2024-07-06,5.58,no
10249,2024-12-12,8.58,no
10250,2023-11-19,397.05,no
10250,2024-09-12,448.75,no
10250,2023-04-14,423.34,no
10250,2024-07-05,324.23,no
10250,2024-03-10,183.97,no
10251,2023-09-28,4.0,no
10251,2023-12-14,5.84,no
10251,2023-12-07,11.22,no
10251,2023-05-13,8.96,no
10252,2024-04-24,16.34,no
10252,2023-05-25,13.59,no
10252,2023-09-21,13.98,no
10252,2024-01-26,11.99,no
10252,2024-12-10,12.18,no
10253,2023-11-07,118.45,no
10253,2024-02-11,121.54,no
10253,2023-07-17,97.78,no
10253,2023-12-17,53.42,no
10253,2024-04-13,66.08,no
10254,2024-08-11,27.77,no
10254,2024-09-25,36.99,no
10254,2024-04-17,45.91,no
10254,2023-02-27,38.58,no
10255,2024-08-18,3.12,no
10255,2024-01-17,2.63,no
10255,2023-06-21,2.34,no
10255,2024-11-16,4.48,no
10255,2024-04-03,2.29,no
10256,2024-09-05,638.9,no
10256,2023-04-20,449.36,no
10256,2024-07-08,398.98,no
10256,2024-04-08,582.23,no
10256,2023-07-11,800.98,no
10257,2024-04-28,24.23,no
10257,2023-08-06,40.72,no
10257,2024-04-29,22.74,no
10257,2024-10-18,29.4,no
10257,2024-05-01,34.22,no
10258,2024-03-25,149.81,no
10258,2024-07-19,119.4,no
10258,2024-04-30,140.51,no
10258,2023-10-29,65.37,no
10258,2023-05-22,78.27,no
10259,2023-12-05,333.61,no
10259,2023-05-11,448.08,no
10260,2024-01-03,1330.85,no
10260,2023-12-29,554.18,no
10260,2024-01-17,759.53,no
10261,2023-03-15,142.41,no
10261,2024-03-08,187.22,no
10261,2023-09-15,148.51,no
10262,2023-11-10,1084.95,no
10262,2023-11-27,808.87,no
10262,2024-02-13,797.5,no
10262,2024-07-31,1614.56,no
10263,2023-12-20,174.13,no
10263,2024-08-03,215.36,no
10263,2024-08-15,135.1,no
10263,2023-04-16,266.55,no
10264,2023-11-10,109.66,no
10264,2023-06-02,68.73,no
10264,2024-01-01,117.26,no
10264,2023-01-20,80.84,no
10264,2024-03-06,124.68,no
10265,2023-10-23,78.77,no
10265,2023-06-25,35.98,no
10265,2023-12-19,51.48,no
10266,2024-12-03,31.88,no
10266,2024-02-21,31.25,no
10266,2024-08-22,16.87,no
10266,2023-01-30,28.65,no
10266,2024-01-05,31.16,no
10267,2023-09-01,387.57,no
10267,2024-08-26,414.1,no
10267,2023-10-19,239.87,no
10267,2024-10-21,262.41,no
10267,2024-11-19,249.37,no
10268,2024-03-27,14.12,no
10268,2024-09-10,12.55,no
10269,2024-06-02,12.23,no
10269,2024-09-22,33.44,no
10269,2024-10-26,13.22,no
10270,2024-03-10,122.95,no
10270,2024-03-31,63.39,no
10270,2024-09-23,129.41,no
10270,2023-12-26,88.81,no
10271,2024-09-22,42.34,no
10271,2023-04-22,31.43,no
10272,2024-08-19,327.77,no
10272,2023-10-10,299.3,no
10273,2024-03-02,153.06,no
10273,2024-08-12,114.03,no
10274,2024-12-25,158.24,no
10274,2024-05-20,93.27,no
10274,2024-11-14,184.06,no
10274,2024-11-08,168.65,no
10274,2024-12-18,215.59,no
10275,2024-12-13,6.8,no
10275,2023-09-07,6.8,no
10276,2024-04-21,68.73,no
10276,2023-02-16,106.97,no
10276,2024-08-06,90.13,no
10276,2024-07-28,79.06,no
10277,2024-07-22,145.84,no
10277,2023-07-28,64.79,no
10277,2023-08-14,104.05,no
10277,2023-05-14,93.84,no
10277,2023-05-08,95.25,no
10278,2023-07-14,975.05,yes
10278,2024-10-22,1320.56,yes
10279,2024-02-20,136.12,no
10279,2024-01-09,193.59,no
10279,2023-07-24,217.78,no
10279,2023-10-20,113.04,no
10279,2024-09-17,208.25,no
10280,2023-12-14,352.63,no
10280,2023-09-23,440.29,no
10280,2023-09-23,218.44,no
10280,2024-08-29,283.68,no
10281,2024-07-27,5.72,no
10281,2023-04-22,7.87,no
10282,2023-01-24,10.17,no
10282,2023-03-10,19.2,no
10283,2024-08-29,130.54,no
10283,2024-03-18,211.58,no
10284,2023-12-19,611.0,no
10284,2024-08-12,531.57,no
10284,2024-11-20,267.12,no
10284,2023-03-14,581.59,no
10284,2023-05-06,700.1,no
10285,2023-11-13,121.43,yes
10285,2023-02-06,112.66,yes
10285,2024-04-17,94.06,yes
10286,2024-06-22,867.09,no
10286,2023-10-05,676.2,no
10286,2024-05-06,838.35,no
10286,2023-10-09,673.67,no
10287,2024-07-25,105.83,no
10287,2023-04-14,125.19,no
10287,2024-02-20,70.21,no
10287,2023-10-17,100.32,no
10288,2024-08-21,296.99,no
10288,2024-09-20,269.68,no
10288,2024-04-21,406.59,no
10288,2024-01-30,548.36,no
10289,2024-02-28,18.44,no
10289,2023-11-13,38.0,no
10289,2024-05-13,24.43,no
10289,2023-11-17,31.72,no
10289,2024-03-17,16.54,no
10290,2023-09-04,56.85,no
10290,2024-07-12,85.39,no
10290,2023-06-15,47.34,no
10290,2024-07-31,89.22,no
10291,2024-01-20,39.02,no
10291,2023-03-11,30.1,no
10291,2024-04-06,33.63,no
10292,2024-03-26,310.02,no
10292,2023-07-19,212.0,no
10292,2024-10-22,144.83,no
10292,2024-09-23,307.29,no
10292,2023-12-30,214.3,no
10293,2023-06-26,128.89,no
10293,2023-12-08,65.82,no
10293,2023-07-10,115.61,no
10293,2024-07-22,129.65,no
10294,2023-04-04,19.03,no
10294,2024-02-22,38.19,no
10294,2024-03-04,15.9,no
10295,2023-08-26,27.51,no
10295,2024-02-10,22.3,no
10295,2024-07-13,11.15,no
10295,2023-12-10,22.84,no
10295,2024-12-28,25.5,no
10296,2023-02-21,67.33,no
10296,2023-04-23,69.77,no
10296,2024-09-10,72.55,no
10297,2024-03-27,62.87,no
10297,2024-03-28,89.44,no
10298,2024-05-18,116.0,no
10298,2023-03-17,236.23,no
10298,2023-02-16,88.79,no
10299,2023-04-01,95.38,yes
10299,2024-07-24,69.0,yes
10299,2024-08-06,106.61,yes
10299,2024-09-09,79.58,yes
10299,2024-03-12,95.69,yes
10300,2024-09-02,63.73,no
10300,2023-12-26,74.39,no
10300,2024-01-20,71.69,no
10300,2023-11-08,58.45,no
10300,2024-10-16,147.09,no
10301,2023-09-10,515.4,no
10301,2024-10-23,449.93,no
10301,2023-08-13,344.84,no
10301,2024-05-18,317.25,no
10302,2024-10-09,377.43,no
10302,2023-09-07,274.6,no
10302,2023-10-26,191.22,no
10303,2023-02-06,77.96,no
10303,2024-02-02,156.0,no
10303,2023-07-04,158.73,no
10304,2024-03-23,82.99,no
10304,2023-02-04,55.57,no
10304,2023-07-22,84.13,no
10304,2023-03-29,75.62,no
10305,2023-03-17,400.33,no
10305,2023-03-27,334.73,no
10305,2024-05-28,393.62,no
10305,2024-12-04,374.47,no
10306,2023-02-18,268.96,no
10306,2024-05-15,458.55,no
10306,2024-05-02,517.83,no
10306,2023-11-18,587.41,no
10306,2024-01-15,304.54,no
10307,2024-09-21,158.23,no
10307,2023-09-08,136.02,no
10307,2024-04-23,247.06,no
10307,2024-02-28,126.67,no
10307,2023-04-04,151.21,no
10308,2023-12-12,5.43,no
10308,2024-05-23,5.88,no
10309,2023-02-27,44.6,no
10309,2024-06-11,80.04,no
10309,2023-11-30,85.04,no
10309,2023-07-15,64.11,no
10309,2024-04-14,50.93,no
10310,2023-09-01,15.52,no
10310,2024-07-16,34.31,no
10310,2024-07-31,38.16,no
10310,2023-01-13,20.02,no
10310,2023-10-20,38.73,no
10311,2023-03-24,50.07,no
10311,2024-10-02,62.78,no
10311,2023-08-26,33.69,no
10311,2024-02-25,35.29,no
10311,2024-10-15,37.85,no
10312,2024-04-13,142.26,no
10312,2023-01-04,126.55,no
10313,2024-12-25,59.51,no
10313,2023-10-06,82.08,no
10313,2023-09-07,86.54,no
10314,2023-09-23,138.88,no
10314,2023-03-05,52.72,no
10314,2023-03-04,117.38,no
10314,2023-04-14,118.3,no
10315,2023-07-10,7.24,no
10315,2024-01-02,5.74,no
10316,2023-06-22,798.47,no
10316,2023-12-18,580.27,no
10316,2023-01-15,458.54,no
10317,2024-10-08,10.44,no
10317,2023-01-07,10.13,no
10318,2023-12-25,314.84,no
10318,2024-08-09,350.18,no
10318,2023-08-03,358.07,no
10318,2023-02-22,396.17,no
10318,2023-08-18,420.79,no
10319,2023-02-18,144.12,no
10319,2023-12-05,136.93,no
10319,2024-04-23,224.92,no
10319,2023-04-15,196.79,no
10320,2024-08-31,17.85,no
10320,2024-03-31,18.6,no
10320,2024-02-18,24.77,no
10321,2023-11-09,42.4,no
10321,2023-07-14,25.44,no
10321,2023-06-30,35.14,no
10321,2024-11-29,29.9,no
10322,2024-05-13,133.43,no
10322,2023-04-24,112.86,no
10323,2024-12-27,4.33,no
10323,2023-02-14,4.3,no
10323,2023-10-18,2.37,no
10323,2023-04-11,4.28,no
10324,2024-09-05,210.65,no
10324,2023-07-26,190.75,no
10324,2024-03-04,212.94,no
10324,2024-05-26,409.75,no
10324,2024-09-25,193.82,no
10325,2023-06-06,4.41,no
10325,2023-10-18,5.62,no
10325,2023-06-07,7.85,no
10326,2024-02-27,644.42,no
10326,2023-01-27,381.45,no
10327,2024-06-16,179.92,no
10327,2023-07-17,173.73,no
10327,2024-01-27,105.91,no
10327,2023-05-11,79.82,no
10328,2024-09-21,9.29,no
10328,2024-12-01,10.46,no
10328,2023-06-26,22.86,no
10329,2024-07-27,336.68,yes
10329,2024-12-16,379.41,yes
10329,2024-06-10,371.39,yes
10329,2024-03-26,334.99,yes
10330,2024-04-22,36.3,no
10330,2024-02-19,31.65,no
10330,2024-09-11,65.97,no
10330,2024-07-07,38.98,no
10330,2023-05-26,49.41,no
10331,2024-05-01,246.28,no
10331,2024-04-12,170.46,no
10331,2024-02-26,332.92,no
10331,2024-10-17,369.21,no
10332,2023-01-18,7.82,no
10332,2023-02-27,5.5,no
10332,2024-08-17,15.65,no
10333,2024-10-18,218.22,no
10333,2023-01-09,312.01,no
10334,2023-01-23,316.38,no
10334,2023-07-18,608.7,no
10334,2023-03-18,331.32,no
10334,2024-03-04,522.33,no
10334,2024-01-29,395.65,no
10335,2024-09-11,122.56,no
10335,2023-10-05,50.96,no
10335,2023-06-10,138.87,no
10336,2023-05-10,22.25,no
10336,2023-01-11,21.94,no
10336,2023-11-27,29.98,no
10337,2023-02-01,19.6,no
10337,2024-01-01,25.95,no
10337,2024-10-10,25.08,no
10337,2024-10-05,28.12,no
10337,2024-03-02,40.23,no
10338,2024-09-19,26.15,no
10338,2023-12-07,23.18,no
10338,2023-06-30,15.57,no
10338,2024-11-04,27.91,no
10338,2023-04-16,10.03,no
10339,2023-04-17,80.47,no
10339,2023-07-07,75.91,no
10339,2023-08-01,81.65,no
10339,2023-07-07,62.77,no
10340,2024-11-28,35.2,no
10340,2023-03-04,33.98,no
10341,2023-11-03,25.91,no
10341,2023-07-18,36.17,no
10341,2024-09-27,20.12,no
10341,2023-02-14,53.72,no
10341,2024-12-08,51.1,no
10342,2023-07-27,77.77,no
10342,2023-01-28,36.47,no
10342,2024-01-26,67.3,no
10342,2024-07-03,68.07,no
10343,2024-04-26,39.31,no
10343,2023-02-03,55.1,no
10344,2023-01-24,6.97,no
10344,2023-01-05,16.01,no
10345,2024-11-30,122.61,no
10345,2023-06-25,149.1,no
10346,2024-04-29,177.9,no
10346,2023-09-24,78.3,no
10346,2023-10-19,122.01,no
10346,2023-01-20,141.09,no
10347,2024-09-15,17.98,no
10347,2024-09-17,22.5,no
10348,2023-09-25,287.99,no
10348,2023-09-05,122.85,no
10348,2023-12-01,124.14,no
10348,2024-09-17,153.8,no
10349,2024-08-22,56.67,no
10349,2024-11-21,56.53,no
10349,2024-10-17,54.82,no
10349,2023-11-11,29.36,no
10349,2024-02-02,39.84,no
10350,2023-02-01,108.22,no
10350,2023-07-14,133.7,no
10350,2024-03-26,144.36,no
10351,2024-01-21,192.82,no
10351,2023-12-23,77.88,no
10351,2024-06-16,131.03,no
10351,2023-08-05,88.02,no
10352,2023-03-17,456.1,no
10352,2024-06-02,282.78,no
10352,2024-08-11,338.5,no
10352,2024-05-07,582.08,no
10352,2023-05-26,218.9,no
10353,2023-08-04,54.93,no
10353,2023-08-26,77.74,no
10353,2024-03-18,80.79,no
10353,2024-02-22,57.9,no
10354,2024-04-21,35.95,no
10354,2024-06-18,35.78,no
10354,2023-01-06,36.24,no
10354,2024-05-19,47.25,no
10354,2024-09-29,55.68,no
10355,2024-06-23,210.04,no
10355,2023-11-15,212.7,no
10355,2024-08-20,226.59,no
10355,2023-04-14,115.71,no
10355,2024-03-13,82.27,no
10356,2024-10-16,24.7,no
10356,2023-12-18,17.78,no
10357,2024-12-16,581.75,no
10357,2023-10-11,299.65,no
10357,2024-06-13,332.64,no
10357,2024-10-27,249.23,no
10358,2023-06-23,30.7,no
10358,2023-10-11,37.61,no
10359,2023-05-15,90.83,no
10359,2024-04-25,127.4,no
10359,2024-12-18,193.58,no
10360,2024-11-14,482.33,no
10360,2023-07-01,347.79,no
10360,2024-03-02,238.0,no
10360,2023-03-28,183.85,no
10360,2023-12-16,320.18,no
10361,2023-05-15,100.54,no
10361,2023-05-08,143.33,no
10361,2024-07-19,192.32,no
10362,2023-07-19,109.44,no
10362,2024-07-08,137.09,no
10363,2023-03-03,348.83,no
10363,2023-09-23,155.32,no
10364,2023-07-03,76.85,no
10364,2023-07-11,27.99,no
10364,2024-05-01,68.05,no
10364,2023-05-10,40.99,no
10365,2023-04-22,58.73,no
10365,2023-10-24,68.74,no
10365,2024-09-30,62.33,no
10365,2023-07-14,79.09,no
10366,2023-11-23,124.56,no
10366,2024-12-26,194.67,no
10366,2024-10-19,268.4,no
10367,2024-10-11,91.23,no
10367,2024-02-13,52.03,no
10368,2024-10-29,8.07,no
10368,2024-01-12,5.28,no
10368,2023-03-05,7.0,no
10369,2023-09-11,9.9,no
10369,2024-06-26,12.25,no
10369,2024-04-08,9.88,no
10369,2023-10-29,17.78,no
10370,2023-04-07,70.06,no
10370,2023-02-18,75.73,no
10371,2024-08-31,142.35,no
10371,2023-07-26,143.62,no
10371,2023-06-11,142.66,no
10372,2023-06-10,15.32,no
10372,2023-03-17,26.89,no
10372,2024-06-23,29.72,no
10372,2024-02-23,21.37,no
10373,2024-07-09,57.13,no
10373,2024-11-03,103.03,no
10373,2024-06-06,74.44,no
10373,2024-11-29,88.07,no
10374,2023-08-02,278.48,no
10374,2023-03-20,185.7,no
10375,2024-11-29,72.07,no
10375,2023-10-15,153.64,no
10375,2024-11-16,91.92,no
10375,2024-06-04,158.74,no
10376,2023-12-05,152.91,no
10376,2024-04-02,193.98,no
10376,2023-01-07,111.07,no
10376,2023-12-19,98.04,no
10376,2023-11-15,140.16,no
10377,2023-10-05,146.66,no
10377,2023-06-04,141.94,no
10377,2023-11-03,77.31,no
10378,2024-05-23,43.82,no
10378,2024-06-05,89.44,no
10379,2023-03-17,83.92,no
10379,2024-01-28,124.91,no
10379,2024-06-18,126.09,no
10380,2024-01-30,495.14,yes
10380,2023-03-24,543.82,yes
10381,2024-03-30,60.0,no
10381,2024-10-21,98.8,no
10381,2023-04-23,42.72,no
10382,2024-04-21,17.12,no
10382,2023-05-13,29.02,no
10382,2024-08-11,34.12,no
10382,2024-08-12,32.41,no
10382,2023-04-09,19.43,no
10383,2024-10-24,79.89,no
10383,2024-09-07,68.95,no
10384,2024-12-25,37.3,no
10384,2024-09-14,70.16,no
10384,2023-04-03,25.99,no
10385,2023-08-16,984.34,no
10385,2024-02-07,526.3,no
10385,2024-04-24,849.6,no
10386,2024-12-10,31.12,no
10386,2024-10-10,57.92,no
10386,2024-10-25,68.54,no
10386,2024-02-21,68.92,no
10386,2023-12-24,46.45,no
10387,2023-12-16,337.68,no
10387,2024-05-14,173.83,no
10387,2023-10-05,255.78,no
10387,2023-03-01,351.95,no
10388,2024-12-08,67.12,no
10388,2024-06-06,106.32,no
10389,2024-08-30,58.5,no
10389,2023-05-30,82.49,no
10389,2023-10-31,88.83,no
10389,2024-10-06,36.76,no
10389,2024-10-06,72.37,no
10390,2024-06-06,120.84,no
10390,2023-12-15,64.29,no
10391,2023-02-06,229.5,no
10391,2024-02-12,117.99,no
10391,2023-04-18,190.45,no
10391,2023-03-10,180.53,no
10391,2024-10-07,163.48,no
10392,2024-01-26,73.9,no
10392,2023-01-20,97.66,no
10393,2023-08-17,145.25,no
10393,2024-11-05,111.3,no
10393,2023-01-30,125.71,no
10393,2024-10-18,66.65,no
10394,2024-10-30,163.84,no
10394,2023-05-08,80.07,no
10394,2023-09-22,129.22,no
10394,2023-02-23,141.71,no
10395,2024-10-23,25.08,no
10395,2024-12-15,16.72,no
10395,2023-05-25,20.87,no
10395,2024-04-18,13.47,no
10395,2023-07-09,12.85,no
10396,2023-09-29,107.84,no
10396,2024-02-13,154.37,no
10396,2024-11-12,133.45,no
10396,2023-08-01,82.68,no
10396,2023-02-27,58.85,no
10397,2023-06-02,327.52,no
10397,2024-05-09,389.67,no
10397,2024-05-13,325.31,no
10398,2024-01-24,118.67,no
10398,2023-02-14,110.19,no
10398,2023-12-13,137.43,no
10398,2024-07-11,122.79,no
10398,2023-11-27,110.69,no
10399,2024-01-03,169.22,no
10399,2023-08-05,184.35,no
10399,2024-03-14,166.22,no
10400,2024-04-15,89.85,no
10400,2024-05-25,135.68,no
10400,2024-08-07,166.31,no
10401,2023-10-16,17.39,no
10401,2024-09-07,19.29,no
10401,2024-11-09,17.99,no
10401,2024-01-09,10.3,no
10401,2023-01-25,15.54,no
10402,2024-03-30,125.21,no
10402,2023-02-08,68.31,no
10402,2023-12-18,56.99,no
10402,2024-06-24,80.09,no
10402,2023-02-12,62.23,no
10403,2024-06-04,51.22,yes
10403,2023-12-12,49.6,yes
10403,2023-11-15,53.63,yes
10403,2023-07-05,54.36,yes
10404,2023-09-10,164.07,no
10404,2024-02-29,88.9,no
10405,2023-08-22,7.69,no
10405,2024-08-20,18.68,no
10406,2024-09-24,327.93,no
10406,2024-01-04,310.87,no
10406,2024-07-06,212.0,no
10406,2024-01-23,161.44,no
10407,2023-01-07,55.95,no
10407,2024-06-15,52.92,no
10407,2024-10-09,124.91,no
10407,2023-03-21,72.13,no
10407,2023-05-07,127.29,no
10408,2023-12-19,175.45,no
10408,2024-03-30,123.37,no
10408,2023-05-25,197.1,no
10409,2024-02-14,337.56,no
10409,2023-05-19,607.63,no
10410,2023-09-07,389.97,no
10410,2023-11-10,168.71,no
10410,2023-12-22,214.64,no
10410,2024-04-09,267.43,no
10410,2024-06-17,212.8,no
10411,2023-05-01,127.49,no
10411,2023-05-20,78.39,no
10411,2023-05-09,63.79,no
10411,2024-10-26,125.39,no
10411,2024-07-21,60.56,no
10412,2023-06-28,12.44,no
10412,2023-02-10,12.65,no
10412,2024-02-06,11.8,no
10412,2024-02-28,14.59,no
10412,2024-11-07,7.52,no
10413,2024-05-04,60.22,no
10413,2023-07-11,73.84,no
10413,2024-08-09,108.92,no
10413,2023-05-29,124.74,no
10414,2024-06-01,52.84,no
10414,2024-06-04,143.68,no
10414,2023-01-26,61.69,no
10414,2023-09-20,118.8,no
10415,2023-02-19,274.88,no
10415,2024-10-09,256.04,no
10415,2024-09-19,246.11,no
10415,2023-08-05,267.83,no
10416,2024-12-30,264.0,yes
10416,2023-12-01,316.4,yes
10416,2024-08-19,285.61,yes
10417,2024-11-08,96.23,yes
10417,2024-07-20,85.74,yes
10417,2023-09-26,93.22,yes
10418,2024-09-09,121.61,no
10418,2023-10-10,101.6,no
10418,2024-07-07,148.06,no
10418,2024-05-24,146.97,no
10418,2023-11-05,126.78,no
10419,2024-03-03,76.87,no
10419,2024-04-01,72.95,no
10419,2024-06-09,68.27,no
10419,2023-03-13,51.04,no
10420,2023-11-20,76.91,no
10420,2024-01-29,79.56,no
10420,2024-03-20,69.78,no
10420,2023-07-22,71.7,no
10420,2023-10-05,92.91,no
10421,2024-09-04,1499.21,yes
10421,2024-04-25,1506.83,yes
10422,2023-01-21,87.83,no
10422,2024-11-13,109.48,no
10422,2024-09-06,112.08,no
10423,2024-11-20,8.56,no
10423,2024-09-10,10.63,no
10423,2023-04-23,11.96,no
10424,2024-09-13,1532.41,no
10424,2024-03-05,1400.45,no
10424,2024-10-23,1306.65,no
10424,2024-11-27,950.15,no
10424,2024-07-22,573.51,no
10425,2023-03-22,73.42,no
10425,2024-07-25,43.27,no
10425,2023-03-02,28.16,no
10425,2024-09-18,39.94,no
10425,2024-12-17,43.88,no
10426,2024-07-31,29.28,no
10426,2023-11-06,20.08,no
10426,2023-12-05,19.34,no
10427,2024-01-03,196.76,no
10427,2024-12-14,148.06,no
10427,2023-04-22,116.53,no
10428,2023-12-10,147.56,no
10428,2023-06-04,148.09,no
10428,2023-06-30,195.76,no
10428,2024-11-01,143.74,no
10429,2023-02-04,265.32,no
10429,2023-02-18,361.19,no
10430,2023-06-03,1.58,no
10430,2024-09-02,2.46,no
10430,2024-07-27,1.82,no
10431,2023-06-06,37.27,no
10431,2024-01-31,24.7,no
10432,2024-11-22,166.05,no
10432,2023-06-30,230.03,no
10432,2024-11-01,405.46,no
10432,2023-10-19,228.6,no
10433,2023-11-20,72.21,no
10433,2023-09-02,34.59,no
10434,2023-08-02,119.56,no
10434,2024-09-13,147.26,no
10434,2024-07-28,284.65,no
10434,2023-05-18,304.96,no
10435,2024-11-03,319.46,no
10435,2024-12-25,837.05,no
10435,2023-03-02,845.41,no
10436,2024-06-13,920.7,no
10436,2023-10-05,635.46,no
10436,2024-10-16,775.33,no
10436,2023-05-07,852.79,no
10437,2023-02-15,155.26,no
10437,2023-12-24,246.93,no
10437,2024-09-03,281.12,no
10437,2023-05-16,249.81,no
10438,2024-08-04,129.37,no
10438,2024-01-06,96.03,no
10438,2024-04-25,166.98,no
10438,2024-03-22,89.32,no
10438,2024-06-18,171.01,no
10439,2024-06-09,63.28,no
10439,2023-12-31,56.72,no
10439,2024-09-03,74.29,no
10439,2023-09-06,70.3,no
10439,2024-10-30,55.25,no
10440,2023-07-07,51.6,no
10440,2024-04-13,120.11,no
10440,2023-02-10,111.62,no
10440,2023-12-27,80.54,no
10441,2023-09-20,84.95,no
10441,2024-08-07,69.44,no
10441,2024-02-29,100.63,no
10442,2024-11-07,26.46,yes
10442,2024-07-31,57.28,yes
10442,2023-06-22,47.56,yes
10442,2023-09-08,53.32,yes
10443,2024-06-09,445.26,no
10443,2024-12-07,381.47,no
10443,2024-08-31,382.22,no
10443,2023-08-27,318.92,no
10443,2024-01-17,218.45,no
10444,2023-12-23,0.96,no
10444,2023-09-23,0.89,no
10444,2023-12-18,1.0,no
10444,2024-02-02,0.78,no
10445,2023-08-25,128.81,no
10445,2024-09-08,112.16,no
10445,2024-11-16,112.95,no
10446,2024-02-09,134.57,no
10446,2023-05-29,72.72,no
10446,2024-06-30,94.23,no
10446,2024-01-29,107.18,no
10446,2024-11-16,107.08,no
10447,2023-05-10,343.42,no
10447,2024-02-14,712.78,no
10447,2024-05-02,345.8,no
10447,2024-01-31,591.07,no
10448,2023-08-15,141.73,no
10448,2024-06-01,193.54,no
10448,2023-11-28,149.06,no
10448,2024-04-22,190.66,no
10448,2024-02-24,254.01,no
10449,2024-04-29,14.25,no
10449,2024-12-03,11.73,no
10449,2024-07-22,18.64,no
10450,2024-12-28,626.04,no
10450,2024-07-30,525.7,no
10451,2024-10-18,67.77,no
10451,2024-10-21,25.33,no
10451,2024-08-22,37.99,no
10451,2024-09-07,60.72,no
10452,2024-07-27,96.79,no
10452,2024-10-09,116.95,no
10452,2024-10-07,63.59,no
10452,2024-08-12,51.99,no
10453,2024-06-18,77.19,no
10453,2024-11-04,66.22,no
10453,2024-12-23,108.85,no
10454,2024-01-02,50.65,yes
10454,2024-05-24,140.25,yes
10455,2024-06-09,291.52,no
10455,2023-09-04,138.9,no
10455,2023-11-22,226.4,no
10455,2024-11-12,292.08,no
10456,2024-09-07,80.51,no
10456,2024-06-24,143.3,no
10456,2023-04-28,87.16,no
10456,2024-08-04,74.74,no
10457,2023-01-10,437.59,no
10457,2024-08-18,488.44,no
10457,2023-07-13,236.6,no
10458,2023-10-28,81.12,no
10458,2023-12-16,109.28,no
10458,2024-12-10,96.17,no
10459,2023-03-28,40.43,no
10459,2024-09-16,60.78,no
10459,2023-07-31,70.26,no
10459,2024-02-03,55.81,no
10460,2024-10-15,23.1,no
10460,2024-03-03,30.48,no
10460,2024-08-06,20.44,no
10461,2023-09-26,368.62,no
10461,2024-02-21,272.56,no
10461,2023-03-20,599.42,no
10461,2023-11-30,509.22,no
10462,2023-04-16,60.09,no
10462,2023-11-11,83.64,no
10462,2023-05-08,62.61,no
10462,2024-05-27,74.94,no
10463,2023-06-01,49.68,no
10463,2024-12-06,27.88,no
10463,2024-03-05,35.1,no
10463,2023-05-11,20.48,no
10463,2024-03-26,48.54,no
10464,2024-04-23,0.14,no
10464,2024-06-21,0.11,no
10464,2023-05-18,0.11,no
10464,2024-02-15,0.14,no
10465,2023-06-23,35.34,no
10465,2024-06-26,84.37,no
10466,2024-05-11,44.62,no
10466,2023-05-15,73.77,no
10466,2024-04-12,106.75,no
10467,2024-01-16,69.04,no
10467,2024-02-18,108.59,no
10468,2023-03-12,23.69,no
10468,2024-08-22,29.79,no
10468,2023-08-17,14.52,no
10468,2023-01-02,37.74,no
10469,2024-08-28,347.55,no
10469,2024-02-26,495.84,no
10469,2023-04-15,278.21,no
10469,2023-11-11,400.94,no
10470,2024-01-16,83.52,no
10470,2024-12-18,164.23,no
10471,2024-07-27,100.32,no
10471,2023-12-10,107.08,no
10471,2024-01-21,50.74,no
10471,2023-07-02,51.5,no
10472,2023-03-31,54.94,no
10472,2024-06-20,53.21,no
10472,2023-02-06,85.44,no
10472,2024-10-16,48.61,no
10472,2024-07-10,78.46,no
10473,2024-04-23,84.29,no
10473,2023-11-21,103.59,no
10473,2023-11-28,142.7,no
10474,2023-04-02,0.09,no
10474,2024-02-10,0.1,no
10474,2024-09-19,0.09,no
10475,2024-09-28,860.9,no
10475,2023-01-07,813.35,no
10476,2024-09-10,34.47,no
10476,2023-04-03,93.76,no
10476,2023-08-17,39.1,no
10477,2023-03-15,98.45,no
10477,2024-01-22,70.99,no
10477,2023-07-29,61.97,no
10477,2024-09-06,38.42,no
10478,2024-08-06,136.68,no
10478,2024-05-21,113.06,no
10478,2023-05-19,83.3,no
10479,2024-02-16,53.2,no
10479,2023-03-10,36.96,no
10479,2024-10-30,26.52,no
10480,2024-07-22,124.98,no
10480,2023-06-27,182.37,no
10480,2024-10-11,88.81,no
10481,2024-07-13,125.33,no
10481,2023-08-26,164.24,no
10481,2024-06-20,130.81,no
10481,2024-03-01,187.06,no
10482,2024-10-11,828.92,no
10482,2023-11-16,457.87,no
10482,2024-08-10,729.77,no
10482,2023-11-20,343.07,no
10482,2023-12-15,581.42,no
10483,2023-05-08,2.06,no
10483,2024-12-16,1.91,no
10484,2024-05-21,47.09,yes
