age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,Customer_ID
31,admin.,single,secondary,no,2144,yes,no,unknown,20,may,89,1,-1,0,unknown,no,4514
56,entrepreneur,married,tertiary,no,8741,yes,no,unknown,20,may,318,3,-1,0,unknown,no,4515
37,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,277,2,-1,0,unknown,no,4516
33,blue-collar,married,primary,no,163,yes,no,unknown,20,may,135,1,-1,0,unknown,no,4517
40,blue-collar,married,primary,no,-740,yes,no,unknown,20,may,126,3,-1,0,unknown,no,4518
38,services,married,secondary,no,434,yes,no,unknown,20,may,411,1,-1,0,unknown,no,4519
41,services,single,secondary,no,1629,yes,no,unknown,20,may,85,1,-1,0,unknown,no,4520
38,blue-collar,married,secondary,no,-152,no,no,unknown,20,may,100,1,-1,0,unknown,no,4521
36,technician,married,secondary,no,3763,yes,no,unknown,20,may,83,1,-1,0,unknown,no,4522
31,technician,single,secondary,no,1,yes,no,unknown,20,may,71,3,-1,0,unknown,no,4523
31,technician,married,secondary,no,4,no,no,unknown,20,may,199,4,-1,0,unknown,no,4524
52,blue-collar,divorced,primary,no,0,yes,yes,unknown,20,may,47,1,-1,0,unknown,no,4525
31,management,single,tertiary,no,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,no,4526
39,blue-collar,married,secondary,no,327,yes,no,unknown,20,may,244,1,-1,0,unknown,no,4527
35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,224,1,-1,0,unknown,no,4528
22,services,married,secondary,no,14,yes,yes,unknown,20,may,56,1,-1,0,unknown,no,4529
38,admin.,married,tertiary,no,4399,yes,no,unknown,20,may,638,2,-1,0,unknown,no,4530
39,blue-collar,married,primary,no,780,yes,no,unknown,20,may,311,1,-1,0,unknown,no,4531
34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,-1,0,unknown,no,4532
34,blue-collar,married,primary,no,161,yes,yes,unknown,20,may,177,1,-1,0,unknown,no,4533
36,blue-collar,divorced,secondary,no,221,yes,no,unknown,20,may,189,1,-1,0,unknown,no,4534
32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,152,1,-1,0,unknown,no,4535
33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no,4536
33,services,married,secondary,no,7,yes,no,unknown,20,may,217,1,-1,0,unknown,no,4537
36,admin.,married,secondary,no,2030,yes,no,unknown,20,may,24,1,-1,0,unknown,no,4538
32,blue-collar,married,secondary,no,489,yes,no,unknown,20,may,212,1,-1,0,unknown,no,4539
42,blue-collar,married,primary,no,1059,yes,no,unknown,20,may,163,2,-1,0,unknown,no,4540
43,management,married,tertiary,no,-8,yes,no,unknown,20,may,473,2,-1,0,unknown,no,4541
35,self-employed,single,secondary,no,271,yes,no,unknown,20,may,68,1,-1,0,unknown,no,4542
37,housemaid,single,secondary,no,2042,yes,no,unknown,20,may,485,1,-1,0,unknown,no,4543
33,blue-collar,married,secondary,no,-53,yes,no,unknown,20,may,172,1,-1,0,unknown,no,4544
26,student,single,secondary,no,268,yes,no,unknown,20,may,77,2,-1,0,unknown,no,4545
37,technician,single,tertiary,no,5122,yes,no,unknown,20,may,396,1,-1,0,unknown,no,4546
33,services,married,secondary,no,403,yes,no,unknown,20,may,274,2,-1,0,unknown,no,4547
40,admin.,married,tertiary,no,0,yes,no,unknown,20,may,88,2,-1,0,unknown,no,4548
36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129,2,-1,0,unknown,no,4549
35,blue-collar,married,primary,no,356,yes,yes,unknown,20,may,474,2,-1,0,unknown,no,4550
36,blue-collar,married,unknown,no,722,yes,no,unknown,20,may,268,2,-1,0,unknown,no,4551
39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,no,4552
60,management,married,tertiary,no,328,yes,no,unknown,20,may,72,5,-1,0,unknown,no,4553
34,admin.,single,secondary,no,126,yes,no,unknown,20,may,61,2,-1,0,unknown,no,4554
32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,205,2,-1,0,unknown,no,4555
33,management,single,tertiary,no,136,yes,yes,unknown,20,may,347,6,-1,0,unknown,no,4556
59,blue-collar,married,primary,no,14,yes,yes,unknown,20,may,355,1,-1,0,unknown,no,4557
35,management,single,secondary,no,5260,yes,no,unknown,20,may,211,2,-1,0,unknown,no,4558
34,admin.,single,tertiary,no,458,yes,no,unknown,20,may,211,1,-1,0,unknown,no,4559
42,management,married,tertiary,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,no,4560
38,entrepreneur,married,primary,no,666,yes,no,unknown,20,may,1452,10,-1,0,unknown,no,4561
33,services,married,unknown,no,89,yes,no,unknown,20,may,341,1,-1,0,unknown,no,4562
32,blue-collar,single,primary,no,1660,no,no,unknown,20,may,14,1,-1,0,unknown,no,4563
30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no,4564
34,management,single,tertiary,no,673,yes,yes,unknown,20,may,120,1,-1,0,unknown,no,4565
59,retired,married,secondary,no,-313,yes,no,unknown,20,may,407,1,-1,0,unknown,no,4566
32,admin.,married,secondary,no,0,yes,no,unknown,20,may,464,2,-1,0,unknown,no,4567
54,housemaid,married,secondary,no,167,yes,no,unknown,20,may,547,7,-1,0,unknown,no,4568
48,management,divorced,primary,no,432,yes,no,unknown,20,may,152,2,-1,0,unknown,no,4569
36,blue-collar,married,primary,no,8135,yes,no,unknown,20,may,522,1,-1,0,unknown,no,4570
29,services,single,secondary,no,0,yes,no,unknown,20,may,227,9,-1,0,unknown,no,4571
39,blue-collar,single,secondary,no,4286,yes,no,unknown,20,may,1376,2,-1,0,unknown,no,4572
54,services,divorced,unknown,no,2177,no,no,unknown,20,may,134,5,-1,0,unknown,no,4573
36,admin.,single,secondary,no,0,no,no,unknown,20,may,37,1,-1,0,unknown,no,4574
33,technician,married,secondary,no,105,yes,yes,unknown,20,may,360,1,-1,0,unknown,no,4575
32,management,single,tertiary,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,no,4576
41,services,divorced,secondary,no,83,no,no,unknown,20,may,834,6,-1,0,unknown,no,4577
34,blue-collar,single,primary,no,709,yes,no,unknown,20,may,106,1,-1,0,unknown,no,4578
34,services,married,secondary,no,-93,yes,yes,unknown,20,may,194,1,-1,0,unknown,no,4579
53,housemaid,married,secondary,no,736,yes,no,unknown,20,may,535,1,-1,0,unknown,no,4580
38,services,married,secondary,yes,-242,yes,yes,unknown,20,may,236,2,-1,0,unknown,no,4581
33,blue-collar,married,secondary,no,3259,yes,no,unknown,20,may,182,1,-1,0,unknown,no,4582
32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,no,4583
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no,4584
35,blue-collar,married,secondary,no,2688,yes,no,unknown,20,may,281,1,-1,0,unknown,no,4585
34,management,married,tertiary,no,0,yes,no,unknown,20,may,150,1,-1,0,unknown,no,4586
37,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,79,1,-1,0,unknown,no,4587
38,unemployed,married,secondary,no,205,yes,no,unknown,20,may,359,2,-1,0,unknown,no,4588
39,housemaid,married,tertiary,no,75,yes,no,unknown,20,may,332,2,-1,0,unknown,no,4589
43,blue-collar,married,primary,no,0,yes,no,unknown,20,may,592,1,-1,0,unknown,no,4590
39,admin.,married,secondary,no,2019,yes,no,unknown,20,may,166,1,-1,0,unknown,no,4591
38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no,4592
40,services,married,primary,no,3559,yes,no,unknown,20,may,138,8,-1,0,unknown,no,4593
38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,369,1,-1,0,unknown,no,4594
32,admin.,divorced,secondary,no,138,yes,yes,unknown,20,may,158,1,-1,0,unknown,no,4595
31,blue-collar,single,secondary,no,5607,no,no,unknown,20,may,261,1,-1,0,unknown,no,4596
32,blue-collar,married,primary,no,8291,no,no,unknown,20,may,131,1,-1,0,unknown,no,4597
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,412,1,-1,0,unknown,no,4598
30,management,single,tertiary,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no,4599
46,entrepreneur,married,secondary,no,583,yes,no,unknown,20,may,137,2,-1,0,unknown,no,4600
36,housemaid,single,secondary,no,7171,yes,no,unknown,20,may,216,2,-1,0,unknown,no,4601
34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,324,1,-1,0,unknown,no,4602
32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,235,2,-1,0,unknown,no,4603
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no,4604
33,blue-collar,married,primary,no,3512,yes,no,unknown,20,may,697,2,-1,0,unknown,no,4605
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no,4606
34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,yes,4607
37,blue-collar,married,primary,no,660,yes,yes,unknown,20,may,170,2,-1,0,unknown,no,4608
31,services,married,tertiary,no,585,yes,yes,unknown,20,may,272,2,-1,0,unknown,no,4609
47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,132,1,-1,0,unknown,no,4610
36,management,single,secondary,no,360,yes,no,unknown,20,may,271,1,-1,0,unknown,no,4611
31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no,4612
33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,114,1,-1,0,unknown,no,4613
33,blue-collar,married,secondary,no,10,yes,yes,unknown,20,may,107,1,-1,0,unknown,no,4614
39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,383,1,-1,0,unknown,no,4615
37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,185,1,-1,0,unknown,no,4616
34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no,4617
33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no,4618
31,blue-collar,single,primary,no,5058,yes,no,unknown,20,may,157,1,-1,0,unknown,no,4619
33,admin.,married,secondary,no,1467,yes,no,unknown,20,may,85,2,-1,0,unknown,no,4620
30,management,married,tertiary,no,859,yes,no,unknown,20,may,249,3,-1,0,unknown,no,4621
34,services,married,secondary,no,-508,yes,no,unknown,20,may,309,2,-1,0,unknown,no,4622
31,student,single,tertiary,no,410,yes,no,unknown,20,may,112,2,-1,0,unknown,no,4623
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no,4624
37,management,single,tertiary,no,23867,no,no,unknown,20,may,188,3,-1,0,unknown,no,4625
31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,no,4626
39,admin.,married,secondary,no,-362,yes,no,unknown,20,may,145,2,-1,0,unknown,no,4627
34,management,married,tertiary,no,967,yes,no,unknown,20,may,415,2,-1,0,unknown,no,4628
43,management,married,tertiary,no,1825,yes,no,unknown,20,may,742,2,-1,0,unknown,no,4629
43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,may,37,9,-1,0,unknown,no,4630
34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no,4631
36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,may,185,2,-1,0,unknown,no,4632
55,admin.,married,unknown,no,1848,yes,no,unknown,20,may,204,1,-1,0,unknown,no,4633
31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes,4634
32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,205,2,-1,0,unknown,no,4635
31,blue-collar,married,secondary,no,213,yes,no,unknown,20,may,74,2,-1,0,unknown,no,4636
31,blue-collar,married,primary,no,26,yes,no,unknown,20,may,51,26,-1,0,unknown,no,4637
33,management,single,secondary,no,0,no,no,unknown,20,may,190,2,-1,0,unknown,no,4638
32,admin.,married,primary,no,1351,yes,no,unknown,20,may,325,3,-1,0,unknown,no,4639
44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,650,3,-1,0,unknown,yes,4640
33,services,married,secondary,no,4963,yes,no,unknown,20,may,148,2,-1,0,unknown,no,4641
39,services,married,secondary,no,1438,yes,no,unknown,20,may,212,2,-1,0,unknown,no,4642
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,no,4643
33,services,single,secondary,no,0,yes,no,unknown,20,may,134,3,-1,0,unknown,no,4644
40,blue-collar,married,unknown,no,486,yes,no,unknown,20,may,97,8,-1,0,unknown,no,4645
34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,no,4646
39,management,married,tertiary,no,351,yes,no,unknown,20,may,999,3,-1,0,unknown,no,4647
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no,4648
34,blue-collar,married,secondary,no,2700,yes,no,unknown,20,may,446,2,-1,0,unknown,no,4649
59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,no,4650
39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,169,1,-1,0,unknown,no,4651
34,services,married,secondary,yes,421,yes,no,unknown,20,may,247,3,-1,0,unknown,no,4652
36,services,single,secondary,no,774,yes,no,unknown,20,may,140,1,-1,0,unknown,no,4653
35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,-1,0,unknown,no,4654
39,technician,married,secondary,no,7313,yes,no,unknown,20,may,99,1,-1,0,unknown,no,4655
57,housemaid,divorced,primary,no,231,yes,no,unknown,20,may,26,14,-1,0,unknown,no,4656
46,management,married,tertiary,no,477,yes,no,unknown,20,may,128,6,-1,0,unknown,no,4657
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,215,3,-1,0,unknown,no,4658
32,technician,married,secondary,no,908,yes,no,unknown,20,may,64,1,-1,0,unknown,no,4659
34,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,52,11,-1,0,unknown,no,4660
35,technician,single,tertiary,no,2012,yes,no,unknown,20,may,413,2,-1,0,unknown,no,4661
36,technician,single,tertiary,no,162,yes,no,unknown,20,may,216,2,-1,0,unknown,no,4662
40,management,married,tertiary,no,917,yes,no,unknown,20,may,292,1,-1,0,unknown,no,4663
44,services,married,secondary,no,1422,yes,no,unknown,20,may,129,8,-1,0,unknown,no,4664
31,blue-collar,married,secondary,no,1787,yes,no,unknown,20,may,201,4,-1,0,unknown,no,4665
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no,4666
35,technician,married,secondary,no,1387,yes,no,unknown,20,may,114,1,-1,0,unknown,no,4667
31,unemployed,married,primary,no,-63,yes,no,unknown,20,may,657,1,-1,0,unknown,no,4668
35,management,single,tertiary,no,1423,yes,no,unknown,20,may,88,1,-1,0,unknown,no,4669
36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,no,4670
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown,no,4671
30,management,single,tertiary,no,1724,yes,no,unknown,20,may,73,1,-1,0,unknown,no,4672
31,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,134,1,-1,0,unknown,no,4673
41,services,married,secondary,no,804,yes,no,unknown,20,may,127,8,-1,0,unknown,no,4674
36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,yes,4675
59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,446,2,-1,0,unknown,no,4676
36,management,single,tertiary,no,1373,yes,no,unknown,20,may,144,2,-1,0,unknown,no,4677
32,technician,married,unknown,no,196,yes,no,unknown,20,may,196,6,-1,0,unknown,no,4678
39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,165,2,-1,0,unknown,no,4679
38,technician,divorced,secondary,no,273,yes,no,unknown,20,may,314,2,-1,0,unknown,no,4680
40,self-employed,married,secondary,no,311,yes,no,unknown,20,may,723,2,-1,0,unknown,no,4681
39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,yes,4682
30,services,single,secondary,no,862,yes,yes,unknown,20,may,550,2,-1,0,unknown,no,4683
38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,no,4684
32,services,married,secondary,no,204,yes,yes,unknown,20,may,307,3,-1,0,unknown,no,4685
37,blue-collar,married,secondary,no,32,yes,no,unknown,20,may,146,2,-1,0,unknown,no,4686
31,management,married,tertiary,no,4761,yes,no,unknown,20,may,239,2,-1,0,unknown,no,4687
44,blue-collar,married,secondary,no,1081,yes,no,unknown,20,may,304,2,-1,0,unknown,no,4688
45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,may,114,3,-1,0,unknown,no,4689
36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,445,2,-1,0,unknown,no,4690
27,blue-collar,single,unknown,no,89,yes,no,unknown,20,may,139,5,-1,0,unknown,no,4691
27,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16,10,-1,0,unknown,no,4692
48,blue-collar,married,secondary,no,5058,no,no,unknown,20,may,169,4,-1,0,unknown,no,4693
41,blue-collar,married,secondary,no,2852,yes,no,unknown,20,may,125,3,-1,0,unknown,no,4694
36,blue-collar,single,secondary,no,2390,yes,no,unknown,20,may,446,12,-1,0,unknown,no,4695
32,management,single,tertiary,no,1131,yes,no,unknown,20,may,267,2,-1,0,unknown,no,4696
31,admin.,divorced,secondary,no,1352,yes,no,unknown,20,may,6,2,-1,0,unknown,no,4697
43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no,4698
33,management,married,tertiary,no,876,no,no,unknown,20,may,1287,2,-1,0,unknown,no,4699
31,blue-collar,married,primary,no,855,yes,yes,unknown,20,may,172,4,-1,0,unknown,no,4700
35,management,single,secondary,yes,-202,yes,no,unknown,20,may,268,3,-1,0,unknown,no,4701
27,admin.,single,secondary,no,-215,yes,no,unknown,20,may,89,3,-1,0,unknown,no,4702
32,services,divorced,tertiary,no,376,yes,no,unknown,20,may,102,2,-1,0,unknown,no,4703
58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,91,6,-1,0,unknown,no,4704
40,blue-collar,married,unknown,no,222,yes,no,unknown,20,may,465,8,-1,0,unknown,no,4705
36,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,274,2,-1,0,unknown,no,4706
39,technician,married,tertiary,no,602,yes,no,unknown,20,may,191,7,-1,0,unknown,no,4707
37,blue-collar,married,secondary,no,426,yes,no,unknown,20,may,300,3,-1,0,unknown,no,4708
30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,no,4709
32,blue-collar,married,primary,no,80,yes,no,unknown,20,may,614,2,-1,0,unknown,no,4710
52,services,married,secondary,no,0,yes,no,unknown,20,may,363,5,-1,0,unknown,no,4711
32,blue-collar,married,primary,no,7406,yes,no,unknown,20,may,418,2,-1,0,unknown,no,4712
33,unemployed,divorced,secondary,no,1005,yes,no,unknown,20,may,229,2,-1,0,unknown,no,4713
39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,221,2,-1,0,unknown,no,4714
39,management,single,secondary,no,247,yes,no,unknown,20,may,130,2,-1,0,unknown,no,4715
34,management,single,tertiary,no,1040,yes,no,unknown,20,may,96,2,-1,0,unknown,no,4716
29,services,married,secondary,no,68,no,no,unknown,20,may,119,3,-1,0,unknown,no,4717
36,services,married,secondary,no,183,yes,no,unknown,20,may,103,3,-1,0,unknown,no,4718
35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,-1,0,unknown,yes,4719
49,technician,single,secondary,no,0,yes,no,unknown,20,may,484,2,-1,0,unknown,no,4720
31,blue-collar,single,primary,no,1097,yes,no,unknown,20,may,485,3,-1,0,unknown,no,4721
39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no,4722
32,technician,married,secondary,no,3067,yes,no,unknown,20,may,138,2,-1,0,unknown,no,4723
35,blue-collar,single,secondary,no,275,yes,no,unknown,20,may,243,2,-1,0,unknown,no,4724
38,blue-collar,married,secondary,no,526,yes,no,unknown,20,may,919,2,-1,0,unknown,no,4725
34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,no,4726
35,blue-collar,married,secondary,no,514,yes,no,unknown,20,may,247,2,-1,0,unknown,no,4727
34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no,4728
34,technician,married,tertiary,no,0,yes,no,unknown,20,may,185,12,-1,0,unknown,no,4729
27,technician,single,secondary,no,8,yes,no,unknown,20,may,777,3,-1,0,unknown,no,4730
30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,no,4731
32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,may,135,2,-1,0,unknown,no,4732
30,technician,single,secondary,no,659,yes,no,unknown,20,may,241,3,-1,0,unknown,no,4733
38,blue-collar,married,primary,no,0,yes,yes,unknown,20,may,165,2,-1,0,unknown,no,4734
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no,4735
23,student,single,secondary,no,-116,yes,no,unknown,20,may,109,6,-1,0,unknown,no,4736
30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,350,4,-1,0,unknown,no,4737
56,services,married,secondary,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown,no,4738
32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226,2,-1,0,unknown,no,4739
35,admin.,married,secondary,no,190,yes,no,unknown,20,may,47,3,-1,0,unknown,no,4740
40,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no,4741
57,management,married,tertiary,no,-871,no,no,unknown,20,may,214,10,-1,0,unknown,no,4742
58,entrepreneur,married,secondary,no,2429,no,yes,unknown,20,may,446,7,-1,0,unknown,no,4743
32,technician,married,tertiary,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown,no,4744
38,unemployed,married,secondary,no,565,yes,no,unknown,20,may,153,2,-1,0,unknown,no,4745
50,blue-collar,married,primary,no,2610,yes,yes,unknown,20,may,181,6,-1,0,unknown,no,4746
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,unknown,no,4747
34,blue-collar,married,unknown,no,1117,yes,no,unknown,20,may,214,1,-1,0,unknown,no,4748
30,technician,divorced,secondary,no,4,yes,no,unknown,20,may,270,1,-1,0,unknown,no,4749
38,unknown,married,unknown,no,124,yes,no,unknown,20,may,37,13,-1,0,unknown,no,4750
55,blue-collar,married,primary,no,2144,yes,no,unknown,20,may,129,8,-1,0,unknown,no,4751
31,services,single,tertiary,no,1025,no,no,unknown,20,may,72,3,-1,0,unknown,no,4752
41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,1392,2,-1,0,unknown,yes,4753
38,admin.,married,unknown,no,28,no,no,unknown,20,may,725,1,-1,0,unknown,no,4754
49,management,married,secondary,no,543,yes,no,unknown,20,may,213,3,-1,0,unknown,no,4755
26,blue-collar,single,secondary,no,972,yes,no,unknown,20,may,177,10,-1,0,unknown,no,4756
60,blue-collar,married,primary,no,674,yes,no,unknown,20,may,273,4,-1,0,unknown,no,4757
57,blue-collar,married,secondary,no,258,yes,no,unknown,20,may,480,4,-1,0,unknown,no,4758
37,blue-collar,single,unknown,no,3044,yes,no,unknown,20,may,152,1,-1,0,unknown,no,4759
39,blue-collar,married,primary,no,-197,yes,no,unknown,20,may,204,2,-1,0,unknown,no,4760
39,blue-collar,married,unknown,no,1096,no,no,unknown,20,may,246,3,-1,0,unknown,no,4761
57,services,divorced,secondary,no,739,yes,no,unknown,20,may,352,5,-1,0,unknown,no,4762
35,blue-collar,married,secondary,no,274,yes,no,unknown,20,may,190,1,-1,0,unknown,no,4763
30,blue-collar,married,secondary,no,1445,yes,no,unknown,20,may,140,1,-1,0,unknown,no,4764
31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,719,1,-1,0,unknown,yes,4765
32,blue-collar,married,secondary,no,157,yes,no,unknown,20,may,315,1,-1,0,unknown,no,4766
30,services,single,unknown,no,347,yes,no,unknown,21,may,225,1,-1,0,unknown,no,4767
32,management,single,tertiary,no,-345,yes,no,unknown,21,may,74,1,-1,0,unknown,no,4768
36,technician,married,secondary,no,8119,no,no,unknown,21,may,24,1,-1,0,unknown,no,4769
34,blue-collar,married,secondary,no,120,yes,no,unknown,21,may,369,1,-1,0,unknown,no,4770
39,blue-collar,married,primary,no,5,yes,no,unknown,21,may,167,1,-1,0,unknown,no,4771
42,management,married,tertiary,no,2309,yes,no,unknown,21,may,64,3,-1,0,unknown,no,4772
33,admin.,single,secondary,no,892,yes,no,unknown,21,may,151,1,-1,0,unknown,no,4773
32,technician,married,secondary,no,641,yes,no,unknown,21,may,336,1,-1,0,unknown,no,4774
35,blue-collar,married,primary,no,2730,yes,no,unknown,21,may,65,1,-1,0,unknown,no,4775
38,blue-collar,married,secondary,no,1663,yes,no,unknown,21,may,93,1,-1,0,unknown,no,4776
39,blue-collar,married,primary,no,1966,yes,no,unknown,21,may,181,1,-1,0,unknown,no,4777
54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no,4778
38,technician,married,tertiary,no,1092,yes,no,unknown,21,may,317,1,-1,0,unknown,no,4779
33,services,married,tertiary,no,1349,yes,no,unknown,21,may,120,1,-1,0,unknown,no,4780
34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown,no,4781
32,admin.,single,secondary,no,2146,yes,no,unknown,21,may,422,2,-1,0,unknown,no,4782
32,management,married,tertiary,no,2976,yes,no,unknown,21,may,174,1,-1,0,unknown,no,4783
37,admin.,divorced,secondary,no,3834,yes,no,unknown,21,may,72,1,-1,0,unknown,no,4784
36,services,married,secondary,no,393,yes,yes,unknown,21,may,126,1,-1,0,unknown,no,4785
32,blue-collar,married,primary,no,-457,yes,yes,unknown,21,may,288,1,-1,0,unknown,no,4786
34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,unknown,no,4787
34,management,married,tertiary,no,363,no,no,unknown,21,may,171,5,-1,0,unknown,no,4788
39,management,single,tertiary,no,4025,yes,yes,unknown,21,may,162,1,-1,0,unknown,no,4789
42,blue-collar,married,primary,no,714,yes,no,unknown,21,may,18,28,-1,0,unknown,no,4790
33,unemployed,married,secondary,no,438,yes,yes,unknown,21,may,129,1,-1,0,unknown,no,4791
40,management,single,primary,no,858,yes,no,unknown,21,may,173,1,-1,0,unknown,no,4792
35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,no,4793
38,services,married,secondary,no,-224,yes,yes,unknown,21,may,222,1,-1,0,unknown,no,4794
39,management,married,tertiary,no,151,yes,no,unknown,21,may,692,1,-1,0,unknown,no,4795
31,services,married,secondary,no,289,yes,no,unknown,21,may,262,2,-1,0,unknown,no,4796
38,technician,married,secondary,no,821,yes,yes,unknown,21,may,78,1,-1,0,unknown,no,4797
58,technician,married,secondary,no,8153,yes,no,unknown,21,may,134,5,-1,0,unknown,no,4798
33,services,married,secondary,no,57,yes,yes,unknown,21,may,323,1,-1,0,unknown,no,4799
34,blue-collar,single,secondary,no,558,yes,no,unknown,21,may,43,1,-1,0,unknown,no,4800
34,services,single,secondary,no,1701,yes,no,unknown,21,may,245,1,-1,0,unknown,no,4801
37,admin.,single,tertiary,no,-898,yes,no,unknown,21,may,482,1,-1,0,unknown,no,4802
38,admin.,married,secondary,no,1073,yes,no,unknown,21,may,207,2,-1,0,unknown,no,4803
34,management,divorced,tertiary,no,5754,yes,no,unknown,21,may,56,1,-1,0,unknown,no,4804
